3 79
4 9
3 45
5 93
5 64
4 0
3 76
5 51
3 55
3 64
3 -79
4 25
3 95
3 91
5 17
4 -9
5 -93
5 59
5 17
3 34
5 92
5 51
3 -45
5 -64
4 79
3 -76
3 -55
4 51
5 -51
3 86
4 40
5 -17
5 -59
3 79
5 5
5 -17
4 5
5 62
3 -64
4 -25
5 -92
4 95
3 29
3 45
3 -95
4 -79
3 37
4 -51
4 52
5 13
5 61
5 -51
4 -40
5 94
4 44
4 -5
4 94
5 -5
4 -95
3 -91
5 98
5 52
5 -62
5 -13
4 13
5 75
3 -34
4 -52
5 -61
4 69
5 -94
4 82
3 -86
4 -44
3 91
5 58
3 -79
4 -94
3 97
4 43
5 28
3 -29
3 66
4 -13
4 -69
5 50
5 98
5 -98
3 98
4 5
4 -82
3 56
5 -52
4 -43
3 35
5 47
5 -75
4 81
5 -58
5 91
5 -28
5 65
5 17
4 40
4 90
5 -50
5 -98
4 -5
3 -45
5 88
5 47
4 -81
5 59
4 48
5 -47
5 9
4 53
5 79
4 -40
3 -37
3 -91
5 -91
3 99
4 75
4 59
5 -65
3 -97
4 -90
5 -17
3 30
5 -88
4 25
3 -66
4 -48
4 36
3 80
3 -98
4 -53
5 -47
5 65
4 47
4 47
3 44
3 -56
3 -35
4 83
5 19
5 -59
4 -75
4 -59
5 -9
4 -25
4 11
4 9
3 93
5 -79
5 77
5 -65
5 38
5 -19
4 -36
4 -47
4 -47
3 85
5 86
3 -99
5 -77
5 -38
4 -83
5 1
4 80
4 96
4 -11
3 -30
3 96
3 68
3 -80
5 68
3 -44
3 -93
4 -9
4 -80
5 93
4 24
5 10
3 -85
3 47
3 -96
5 97
3 97
5 30
5 4
4 -96
4 60
4 98
5 -86
3 23
3 -68
3 35
4 -24
4 -60
4 21
4 17
5 -1
5 34
4 -98
5 -68
5 -93
4 77
3 -47
3 75
4 57
5 23
4 77
5 -10
4 85
3 -97
4 58
5 -97
4 64
3 13
4 -21
4 -17
5 16
5 -30
4 60
5 4
5 12
3 89
4 68
5 26
5 -4
3 -23
3 61
5 77
5 -34
5 -23
3 -35
5 18
4 94
5 -16
3 -75
3 -13
5 85
3 -89
3 42
4 -77
4 -57
4 51
3 51
3 77
4 -77
3 -61
3 48
3 82
3 -42
3 55
5 -4
4 -85
3 24
4 72
3 -51
3 25
3 12
3 -77
3 63
4 85
4 -58
4 -64
5 -12
5 -26
4 54
3 -48
3 -82
4 -60
4 -68
5 -77
4 -94
3 -55
3 83
3 21
3 -24
3 32
4 94
5 20
5 51
4 -51
4 41
4 -72
4 79
3 -25
5 -18
4 66
5 23
4 -85
3 68
4 -54
3 -12
3 49
4 43
5 69
5 -85
5 14
4 48
5 -20
3 -63
4 -94
5 -51
3 -83
5 21
3 -21
4 -41
4 83
3 57
4 -79
3 47
5 -23
3 96
3 95
3 -32
5 81
4 -66
3 1
4 34
5 -69
3 61
3 -68
5 91
