4 36
2 55
3 33
2 72
3 37
2 -55
2 79
2 71
3 3
3 37
2 67
3 89
4 58
3 90
3 -33
3 15
3 -37
4 47
3 -3
2 65
3 3
3 6
4 84
3 54
4 75
2 -72
2 72
4 -36
3 92
3 -37
2 98
4 -58
3 -89
4 88
4 1
4 74
3 -90
2 74
3 -15
2 -79
2 0
4 -47
2 5
3 64
2 -71
2 -67
2 -65
2 -72
2 86
3 32
4 -84
2 -98
3 -3
3 -6
4 79
4 -75
3 96
4 -88
2 35
4 -1
3 -54
4 -74
4 100
4 43
3 98
2 61
3 32
3 -92
2 -74
2 79
4 77
4 -79
2 -5
2 -86
3 -64
2 -35
4 -100
3 -32
2 75
4 77
4 36
3 -96
4 -43
4 17
2 14
3 8
3 51
3 18
3 -98
2 -61
4 16
4 -77
4 84
2 80
3 -32
2 70
3 -8
3 8
3 59
2 -79
4 86
4 41
2 7
2 -75
2 55
4 -77
2 -14
3 3
4 47
3 -51
2 81
4 -36
4 -17
2 -80
3 -18
3 12
2 -70
3 83
2 21
2 77
4 89
2 -7
4 -16
3 -8
2 -55
2 71
2 -81
3 59
4 83
2 3
3 50
4 42
2 -21
4 57
3 38
2 -77
2 34
4 12
3 -59
3 45
4 -84
3 38
3 -3
4 62
2 47
2 92
2 41
4 19
2 9
3 -12
2 71
2 6
3 -83
4 -86
4 -41
3 66
2 -71
3 17
4 -47
3 -59
4 -89
4 54
3 -50
3 -38
4 22
3 5
2 -3
2 -34
4 -83
3 98
3 -45
3 -38
2 89
4 67
4 -42
3 73
4 64
3 73
3 51
4 -57
4 -12
3 -66
3 68
3 84
3 -17
4 2
4 -62
4 14
3 -5
4 -19
2 -47
4 -54
4 92
2 -92
2 -41
4 65
4 -22
4 92
3 -98
3 93
3 82
3 2
3 -73
2 52
4 -67
2 40
2 6
3 -73
3 -51
3 50
4 -64
2 -9
3 -68
2 -71
4 89
3 29
3 -84
2 62
2 -6
3 64
4 29
4 75
3 -93
2 -89
3 79
3 -82
3 -2
4 15
4 -2
4 67
3 79
3 13
3 -50
4 -14
4 -92
2 90
4 84
3 -29
4 -65
4 -92
3 -64
4 -89
2 94
3 43
2 -52
2 71
4 98
3 87
3 -79
2 99
2 63
3 86
2 4
2 -40
3 -79
4 -29
4 95
2 -6
2 82
4 -75
3 -13
3 -43
2 -62
4 85
4 -15
2 -90
2 34
4 79
2 -94
4 56
2 -71
3 75
4 -67
3 -87
4 -84
4 68
3 78
3 -86
3 57
2 2
4 -98
4 56
2 -99
3 -75
4 94
4 92
2 -63
4 -95
4 -85
2 -4
4 -79
3 94
3 11
2 19
4 50
3 6
3 -78
4 12
3 70
3 -57
4 -56
4 -68
4 -56
4 34
2 1
2 -82
4 -94
2 78
2 -34
3 -94
2 47
3 -11
4 48
4 61
2 -2
2 77
2 75
4 -92
2 -19
3 -6
3 11
2 -1
3 -70
4 -50
4 7
3 89
4 25
2 -78
4 -12
4 11
3 26
4 -34
2 76
2 13
4 30
4 47
4 72
2 -47
3 17
4 -48
4 -61
3 -11
2 -77
4 -7
3 45
3 13
3 99
3 -89
4 54
2 10
4 -25
3 55
3 5
3 51
4 -11
3 -26
3 -17
2 55
4 -30
4 78
3 -45
2 85
4 14
2 69
4 -47
2 -75
2 24
2 -76
4 50
4 35
3 75
2 62
3 -13
4 -72
4 60
4 -54
3 81
4 66
2 28
3 27
3 -99
4 27
4 -78
2 -13
2 100
4 -14
4 26
2 -10
2 11
4 -50
4 -35
3 -55
2 -55
4 95
4 -60
4 78
4 -66
2 -85
2 -69
4 13
4 -27
2 66
3 84
3 21
4 -26
4 100
2 -24
2 -62
2 10
4 -95
2 52
3 -5
4 53
2 -28
2 -100
4 33
2 -11
4 -78
4 38
4 -13
2 -66
3 3
4 -100
3 -51
4 -53
4 -33
2 -10
3 -75
4 53
3 46
3 93
2 78
2 2
2 23
2 60
2 3
3 -81
2 -52
4 100
3 -27
3 78
2 89
2 4
2 1
3 -84
3 -21
4 26
3 88
2 -78
4 -38
4 1
4 -53
2 21
2 -2
4 79
4 95
3 -3
4 -100
4 -26
4 65
2 34
2 -23
2 90
4 -1
2 47
2 54
2 -60
4 -79
2 -3
2 -89
2 -4
4 -95
2 23
4 98
2 -1
2 -21
2 -34
2 45
2 100
2 -90
2 -47
4 80
2 86
4 93
4 -65
4 38
4 68
4 64
4 32
3 -46
2 -54
2 97
2 47
2 25
3 52
2 93
3 68
3 -93
2 -23
2 -45
2 -100
3 11
4 -98
3 -78
4 78
4 -80
2 -86
4 -93
4 -38
2 12
3 55
4 84
4 36
4 -68
4 -64
3 46
4 84
3 -88
3 -52
4 -32
3 92
4 62
4 52
2 -97
4 -78
3 -68
3 61
4 26
4 -84
2 -47
3 76
2 25
2 -25
4 -36
2 -93
4 -84
4 86
4 63
2 -12
3 -11
3 96
2 13
4 97
4 76
4 -62
4 -52
4 74
4 27
4 -26
2 89
4 -86
2 -25
3 23
2 25
4 -63
2 -13
3 -55
3 -46
3 -92
3 -61
3 46
2 60
4 79
2 -89
4 95
3 59
3 34
2 -25
4 0
3 -76
4 82
3 -96
4 -97
3 -23
2 75
4 -76
2 -60
2 64
2 4
4 31
3 64
2 25
4 -74
3 -46
2 -75
4 -27
3 2
3 74
3 84
3 -59
3 10
4 -79
3 -34
2 80
2 58
4 53
4 28
3 62
2 -64
3 -64
2 -4
2 41
3 -2
3 14
2 -25
4 51
3 -74
4 -95
3 50
2 -80
2 88
3 -84
2 15
3 -10
2 73
3 -62
3 -14
4 -82
3 38
4 73
4 -31
4 65
2 1
3 62
2 -58
2 -41
3 68
4 47
3 80
3 -50
3 71
2 -88
2 78
2 -15
2 27
4 -53
4 -28
4 -51
3 -38
3 -62
4 23
3 46
4 80
4 20
3 -68
4 7
2 48
4 4
4 -73
3 -80
4 -65
3 17
3 -71
2 -73
2 92
4 -47
2 -1
2 -78
2 89
2 -27
2 11
2 84
4 78
3 -46
4 100
3 11
2 -48
3 48
3 16
3 89
4 -23
2 -92
4 -80
3 77
3 -17
3 -11
4 -20
3 -48
4 -7
2 89
4 26
3 -16
3 89
3 79
4 4
3 -89
4 -4
2 22
4 12
3 32
2 90
4 -78
3 1
4 14
4 53
4 72
3 -77
3 90
3 74
2 -89
3 -89
4 19
3 -79
4 -100
4 -26
3 33
4 16
3 -32
3 13
3 -1
3 6
3 69
2 -11
3 -90
3 22
3 43
2 52
3 66
2 -84
4 -4
2 68
2 -89
4 -12
2 66
2 21
3 -74
3 -33
2 -22
4 20
3 -13
2 -90
4 -14
2 -52
3 -6
2 50
4 73
3 16
4 13
4 -53
4 91
4 -72
3 66
2 73
4 -19
4 95
3 72
3 -69
4 83
3 -22
4 -16
3 -43
4 13
4 -20
4 -73
4 61
4 -13
3 -66
3 13
2 12
2 59
3 -16
4 16
3 84
4 7
3 29
3 52
3 65
3 27
2 -68
2 58
4 -91
2 -66
3 -66
4 5
4 -95
3 17
2 -21
4 -83
3 29
4 -13
3 -72
3 -13
4 42
3 -84
4 95
4 84
2 -50
2 3
3 -29
2 -73
4 -61
4 95
2 81
2 76
4 -16
2 42
4 5
3 -52
4 -7
3 46
2 0
2 40
2 -12
3 98
2 -59
3 89
3 -65
3 -27
4 -5
3 57
3 -17
4 40
2 32
2 56
2 -58
2 -3
3 85
4 -42
2 88
3 -29
2 -81
2 89
3 -46
2 -76
3 34
3 -98
3 -89
4 76
2 -42
4 62
4 -95
2 -40
4 58
2 -32
4 -84
4 37
4 -95
4 -5
3 -57
4 4
2 -56
3 24
2 8
3 88
2 -88
4 36
4 20
4 70
4 -40
4 10
2 73
2 32
2 -89
2 14
3 -85
2 49
3 -34
3 74
4 -76
3 77
3 39
2 -8
3 -24
2 39
2 78
2 -73
3 72
3 -88
3 17
3 21
2 -32
2 -14
3 -74
3 -77
3 -39
3 -72
3 -17
3 1
2 92
3 96
4 -62
4 -58
4 -37
4 72
4 23
2 26
2 -49
3 86
3 -21
3 82
2 68
3 83
4 40
3 91
3 -1
4 -4
2 -39
2 -78
4 48
2 -92
2 44
4 40
2 -26
4 -36
4 -20
4 91
4 -70
3 -96
3 40
2 57
2 59
4 -10
2 -68
3 -86
4 88
4 -72
2 14
2 9
4 -23
3 53
2 95
2 -44
4 19
4 79
2 31
4 -40
3 -82
3 -83
3 37
4 -48
4 12
4 8
4 -40
4 -91
3 44
4 -88
2 75
3 -91
3 -40
2 -57
3 5
4 78
4 28
4 68
2 -59
3 53
4 -19
2 22
3 43
4 43
2 -14
2 -9
4 -79
4 60
4 -12
3 -53
2 -95
4 -8
3 -37
3 20
4 -78
4 -28
3 50
4 -68
3 -44
4 64
2 46
4 76
4 -43
2 -31
3 71
2 -75
3 64
4 -60
4 45
4 95
3 -5
2 91
4 -64
2 -22
4 35
2 13
2 18
3 49
4 -76
2 -46
4 -45
4 39
4 60
4 71
3 -53
2 31
2 44
2 -91
2 100
3 96
3 -43
2 -13
2 -18
2 84
4 -95
4 18
2 -31
3 -20
2 42
4 76
4 49
3 57
4 -35
4 58
3 -50
3 29
3 -71
4 -39
2 -44
3 -64
3 37
2 -100
4 -60
2 41
3 28
2 -84
4 17
2 42
2 2
4 25
4 -71
2 -42
3 35
3 77
2 -41
4 -18
3 -49
2 -42
3 -96
3 14
2 0
3 3
2 -2
2 77
3 -57
2 15
3 90
4 58
4 57
3 -29
2 32
4 -76
4 30
2 67
2 53
3 71
4 -49
2 38
2 -77
4 22
4 67
4 -58
3 -37
4 -17
4 -25
4 -58
2 -15
3 -28
2 -32
4 -57
4 69
3 -35
4 79
3 14
2 14
4 -30
2 -67
3 -77
2 10
3 17
3 -14
2 41
4 65
2 -53
3 -3
3 45
3 -90
4 -22
2 39
4 25
2 7
3 16
4 26
3 -71
3 -14
3 -17
4 5
3 19
3 95
4 5
3 64
4 -67
4 61
2 -38
4 7
3 -45
3 53
2 -14
4 -69
2 54
2 -10
3 -16
2 91
2 -41
3 77
4 80
2 31
2 -39
2 14
4 -79
4 13
3 94
4 -65
3 90
2 -7
2 -54
4 -25
4 -26
3 27
2 30
4 -5
2 46
2 -91
3 -19
2 27
3 68
4 -5
3 -95
2 6
2 -31
3 -64
4 15
4 53
3 -53
3 89
4 49
4 16
4 -61
4 -7
2 -14
2 97
2 -30
2 56
3 88
2 21
2 -46
4 88
4 -80
4 -13
4 -15
3 95
3 -77
3 67
3 27
4 88
3 -94
4 -53
3 -90
3 -27
3 77
3 -68
4 57
4 -49
2 43
3 77
2 -27
2 -6
3 -89
2 -97
4 22
4 -16
2 -56
2 78
4 -88
2 -21
2 52
3 -88
3 54
3 -95
4 17
3 87
4 86
4 -88
4 99
4 -57
4 76
2 5
2 63
4 -22
3 73
2 18
4 -17
4 69
2 86
3 7
2 -43
4 72
2 41
3 -67
4 94
2 -78
3 -27
4 16
2 89
2 -52
3 -77
4 18
2 83
4 -86
3 -77
4 -99
3 85
2 -5
4 15
2 32
4 37
3 -54
4 87
4 -76
3 -87
2 13
4 58
3 91
4 -69
3 96
2 -63
3 -73
3 46
2 57
2 -18
2 76
4 -72
3 -7
4 -94
3 87
4 60
4 -16
2 -86
3 57
4 -18
3 64
4 9
2 -41
3 -85
3 85
4 -15
2 62
3 -91
2 -89
4 23
4 -37
4 -87
3 -96
4 74
3 59
2 74
3 77
2 9
3 52
4 38
4 -58
4 54
4 52
2 -83
4 -60
2 52
4 -9
2 -32
2 -13
3 57
3 -46
4 34
2 28
4 -23
2 -57
3 -87
4 -74
2 19
2 10
2 -76
2 21
3 84
4 -38
3 -57
2 -62
3 96
4 58
3 -64
4 14
4 99
3 97
3 -85
4 19
2 -74
4 -54
4 -52
4 63
4 -34
4 25
3 99
2 -9
2 -52
2 9
4 -58
3 -59
2 -28
4 -14
4 13
3 -77
4 17
4 12
3 47
4 -99
3 -52
3 55
2 -19
4 -19
4 -63
2 2
4 79
4 -25
3 -57
4 -13
3 -84
3 42
2 17
2 -10
2 -21
2 -9
4 76
3 -96
3 -97
4 61
2 82
3 96
3 45
2 -2
2 45
3 -99
3 56
2 2
4 -17
3 -47
2 -17
3 -55
3 29
2 34
3 36
2 80
3 6
4 -12
3 -42
2 -82
4 93
3 54
3 -96
3 92
4 -79
3 -45
3 -56
2 -45
2 -2
4 44
4 74
3 -29
4 -76
3 -36
2 5
2 99
2 11
3 16
2 -34
3 -6
4 -61
3 40
4 -93
2 -80
3 25
3 -54
2 11
3 -92
3 -16
2 -5
4 46
3 11
4 10
2 -99
2 -11
4 -44
3 38
4 99
4 0
2 86
2 39
3 -40
4 4
2 -11
3 42
2 13
4 59
2 25
3 27
4 -74
3 -25
2 33
3 11
3 85
4 88
4 -46
4 100
3 -11
4 -10
2 -86
2 86
4 -99
2 -39
2 -13
2 47
4 -4
2 58
4 53
3 22
3 9
4 6
4 85
